mean,std,skewness,kurtosis,power_spectral_density,dominant_frequency,label
-0.07635138283836893,0,0,0,0.0,0.0,1
-0.3493966571586834,0,0,0,0.0,0.0,1
-0.8954428617688683,0,0,0,0.0,0.0,1
-0.6029394457822155,0,0,0,0.0,0.0,1
-0.5286418526013197,0,0,0,0.0,0.0,1
-0.8036002808820835,0,0,0,0.0,0.0,1
-0.9708092006346865,0,0,0,0.0,0.0,1
-1.0294249592374138,0,0,0,0.0,0.0,1
-0.7815895568731067,0,0,0,0.0,0.0,1
-0.37842023024577964,0,0,0,0.0,0.0,1
-0.21790641525355864,0,0,0,0.0,0.0,1
-0.6983593137903713,0,0,0,0.0,0.0,1
-0.6276661133871392,0,0,0,0.0,0.0,1
-0.709800053357618,0,0,0,0.0,0.0,1
-0.5063160036498223,0,0,0,0.0,0.0,1
-0.1950938674988672,0,0,0,0.0,0.0,1
-1.1727897455179026,0,0,0,0.0,0.0,1
0.22426523423203645,0,0,0,0.0,0.0,1
0.0034906990233699794,0,0,0,0.0,0.0,1
-0.5735154403449113,0,0,0,0.0,0.0,1
-0.3177836259233362,0,0,0,0.0,0.0,1
-0.797011325851778,0,0,0,0.0,0.0,1
-1.3247927237184924,0,0,0,0.0,0.0,1
-1.1052770774303164,0,0,0,0.0,0.0,1
-0.8281806852189523,0,0,0,0.0,0.0,1
-0.706658451134939,0,0,0,0.0,0.0,1
-0.9643094579800122,0,0,0,0.0,0.0,1
-0.8045213301289131,0,0,0,0.0,0.0,1
0.11547545802046932,0,0,0,0.0,0.0,1
0.2032839794303343,0,0,0,0.0,0.0,1
0.0959742362465886,0,0,0,0.0,0.0,1
0.41058393894429546,0,0,0,0.0,0.0,1
0.22650719912914102,0,0,0,0.0,0.0,1
0.0043876568988814035,0,0,0,0.0,0.0,1
-0.1799965709710628,0,0,0,0.0,0.0,1
0.20488445295597613,0,0,0,0.0,0.0,1
-0.9838386326795414,0,0,0,0.0,0.0,1
-1.004422398865704,0,0,0,0.0,0.0,1
-1.0288433850766143,0,0,0,0.0,0.0,1
-1.0877198875099727,0,0,0,0.0,0.0,1
-0.9336516552429208,0,0,0,0.0,0.0,1
-0.7701837849174082,0,0,0,0.0,0.0,1
-0.939862362346792,0,0,0,0.0,0.0,1
-1.0055590696666523,0,0,0,0.0,0.0,1
-0.715409929733595,0,0,0,0.0,0.0,1
-0.7623906009429791,0,0,0,0.0,0.0,1
-0.4260764176401504,0,0,0,0.0,0.0,1
-0.9994037391644928,0,0,0,0.0,0.0,1
-0.9203939118700968,0,0,0,0.0,0.0,1
-0.9398152586767536,0,0,0,0.0,0.0,1
-1.1171714158385324,0,0,0,0.0,0.0,1
-1.0437384571274246,0,0,0,0.0,0.0,1
-0.5037630419183731,0,0,0,0.0,0.0,1
-0.5410331801249929,0,0,0,0.0,0.0,1
-0.6971834812517103,0,0,0,0.0,0.0,1
-0.6513043869438861,0,0,0,0.0,0.0,1
-1.2988539794129839,0,0,0,0.0,0.0,1
0.39309843908740494,0,0,0,0.0,0.0,1
0.4425161707751384,0,0,0,0.0,0.0,1
-0.1085619397612799,0,0,0,0.0,0.0,1
-0.27921702607572696,0,0,0,0.0,0.0,1
-0.10078317844023177,0,0,0,0.0,0.0,1
-0.3726924213136164,0,0,0,0.0,0.0,1
-0.4206441609067385,0,0,0,0.0,0.0,1
0.2964688849518611,0,0,0,0.0,0.0,1
-0.4521632245281225,0,0,0,0.0,0.0,1
-0.45540784010963226,0,0,0,0.0,0.0,1
-0.23461010081430772,0,0,0,0.0,0.0,1
0.1460438375935998,0,0,0,0.0,0.0,1
0.0023803462753815355,0,0,0,0.0,0.0,1
-0.38894685261626666,0,0,0,0.0,0.0,1
0.8775591470385524,0,0,0,0.0,0.0,1
0.20541814403560982,0,0,0,0.0,0.0,1
-0.3707279224039386,0,0,0,0.0,0.0,1
-0.5173147799377411,0,0,0,0.0,0.0,1
-0.7494070850087126,0,0,0,0.0,0.0,1
-1.1605453356928663,0,0,0,0.0,0.0,1
-0.44203636058276047,0,0,0,0.0,0.0,1
-0.4697799131854234,0,0,0,0.0,0.0,1
-1.3221723544765398,0,0,0,0.0,0.0,1
-0.46553492895851817,0,0,0,0.0,0.0,1
-0.13468228489264458,0,0,0,0.0,0.0,1
-0.05701673653289012,0,0,0,0.0,0.0,1
1.0385087282520398,0,0,0,0.0,0.0,1
0.721465816425034,0,0,0,0.0,0.0,1
-0.2490957477767437,0,0,0,0.0,0.0,1
-0.40932729016721237,0,0,0,0.0,0.0,1
-0.1260780412776272,0,0,0,0.0,0.0,1
0.4231967732746854,0,0,0,0.0,0.0,1
0.9544693992625836,0,0,0,0.0,0.0,1
0.45501143230375785,0,0,0,0.0,0.0,1
0.5449341817440118,0,0,0,0.0,0.0,1
0.4660297064226768,0,0,0,0.0,0.0,1
0.14728494510019913,0,0,0,0.0,0.0,1
0.8366108902152852,0,0,0,0.0,0.0,1
0.8009813646995567,0,0,0,0.0,0.0,1
-1.0525434510701512,0,0,0,0.0,0.0,1
-0.23817919847002322,0,0,0,0.0,0.0,1
-0.10219137342079379,0,0,0,0.0,0.0,1
-0.4908828335918126,0,0,0,0.0,0.0,1
-0.3809900092406886,0,0,0,0.0,0.0,1
-0.5641116559215706,0,0,0,0.0,0.0,1
-0.8423929531263763,0,0,0,0.0,0.0,1
-0.6014481215501875,0,0,0,0.0,0.0,1
-0.5884034851329935,0,0,0,0.0,0.0,1
-0.34210495016040443,0,0,0,0.0,0.0,1
0.08566684906130287,0,0,0,0.0,0.0,1
-0.11080801443030061,0,0,0,0.0,0.0,1
-0.11114502339553275,0,0,0,0.0,0.0,1
-0.4540146330844048,0,0,0,0.0,0.0,1
-0.4772466920580911,0,0,0,0.0,0.0,1
-0.6161979189296307,0,0,0,0.0,0.0,1
-0.22223608962953562,0,0,0,0.0,0.0,1
0.16195404901183935,0,0,0,0.0,0.0,1
-0.04057437294674665,0,0,0,0.0,0.0,1
-0.4620268964473835,0,0,0,0.0,0.0,1
-1.3718055913153826,0,0,0,0.0,0.0,1
-0.0005896572520772275,0,0,0,0.0,0.0,1
0.3327725688630968,0,0,0,0.0,0.0,1
0.30993829686032104,0,0,0,0.0,0.0,1
-0.12425953883418693,0,0,0,0.0,0.0,1
-0.028853620634362136,0,0,0,0.0,0.0,1
0.16226078350520212,0,0,0,0.0,0.0,1
0.5560035592864219,0,0,0,0.0,0.0,1
0.6685813218617072,0,0,0,0.0,0.0,1
0.507352242618703,0,0,0,0.0,0.0,1
0.49794676250335945,0,0,0,0.0,0.0,1
0.4431894004625264,0,0,0,0.0,0.0,1
0.37816833242901005,0,0,0,0.0,0.0,1
0.40556823005151343,0,0,0,0.0,0.0,1
-0.13286554855463986,0,0,0,0.0,0.0,1
-0.34591049849740996,0,0,0,0.0,0.0,1
0.054286163338234994,0,0,0,0.0,0.0,1
0.35217224894803145,0,0,0,0.0,0.0,1
0.7243153808891204,0,0,0,0.0,0.0,1
0.06513866122174039,0,0,0,0.0,0.0,1
-1.5898978827925345,0,0,0,0.0,0.0,1
1.077565269816477,0,0,0,0.0,0.0,1
0.20743440115483125,0,0,0,0.0,0.0,1
-0.6789529448048349,0,0,0,0.0,0.0,1
-0.48023108627927724,0,0,0,0.0,0.0,1
-0.0416420189401179,0,0,0,0.0,0.0,1
0.8933513277342664,0,0,0,0.0,0.0,1
0.23639581022601014,0,0,0,0.0,0.0,1
0.14032705310201724,0,0,0,0.0,0.0,1
-0.4912185102598774,0,0,0,0.0,0.0,1
0.05635009141184963,0,0,0,0.0,0.0,1
0.5258294859909345,0,0,0,0.0,0.0,1
0.8206381058506964,0,0,0,0.0,0.0,1
0.7487981575393508,0,0,0,0.0,0.0,1
-0.03160992875644146,0,0,0,0.0,0.0,1
0.050436538933148325,0,0,0,0.0,0.0,1
-0.1078631143062018,0,0,0,0.0,0.0,1
0.5089152370695392,0,0,0,0.0,0.0,1
1.5215793912938094,0,0,0,0.0,0.0,1
0.40053354946267766,0,0,0,0.0,0.0,1
-1.3088818924995707,0,0,0,0.0,0.0,1
0.48269560398647154,0,0,0,0.0,0.0,1
-0.48283016134786594,0,0,0,0.0,0.0,1
0.39539339993825934,0,0,0,0.0,0.0,1
0.5380208719670727,0,0,0,0.0,0.0,1
0.008500313649714666,0,0,0,0.0,0.0,1
-0.258622638116802,0,0,0,0.0,0.0,1
-0.16022374985466137,0,0,0,0.0,0.0,1
0.7382578431735328,0,0,0,0.0,0.0,1
-0.1743251540145514,0,0,0,0.0,0.0,1
0.26182422802702077,0,0,0,0.0,0.0,1
0.8894580442964243,0,0,0,0.0,0.0,1
0.6960323686649396,0,0,0,0.0,0.0,1
0.23996448650787303,0,0,0,0.0,0.0,1
-0.2766963268113545,0,0,0,0.0,0.0,1
0.6251813886198384,0,0,0,0.0,0.0,1
-0.028504191671944956,0,0,0,0.0,0.0,1
-0.3356558634096921,0,0,0,0.0,0.0,1
0.07827236718586028,0,0,0,0.0,0.0,1
0.8790443930287927,0,0,0,0.0,0.0,1
-1.351724339508814,0,0,0,0.0,0.0,1
-0.26031698048255697,0,0,0,0.0,0.0,1
-0.015045999784900448,0,0,0,0.0,0.0,1
0.32529574553428214,0,0,0,0.0,0.0,1
0.6705030702705631,0,0,0,0.0,0.0,1
0.26268724608715965,0,0,0,0.0,0.0,1
0.08096605109081823,0,0,0,0.0,0.0,1
0.7627229268098189,0,0,0,0.0,0.0,1
0.41323341237116723,0,0,0,0.0,0.0,1
0.09083862951290664,0,0,0,0.0,0.0,1
-0.18842482547975742,0,0,0,0.0,0.0,1
0.8000479956167428,0,0,0,0.0,0.0,1
0.606243753698689,0,0,0,0.0,0.0,1
-0.09644359220542244,0,0,0,0.0,0.0,1
0.6451777191633578,0,0,0,0.0,0.0,1
0.5730174068939677,0,0,0,0.0,0.0,1
0.7097486382975841,0,0,0,0.0,0.0,1
0.1724134018116376,0,0,0,0.0,0.0,1
-0.0038151214357856206,0,0,0,0.0,0.0,1
0.2927711568641414,0,0,0,0.0,0.0,1
-0.9992813243120399,0,0,0,0.0,0.0,1
0.34005932051219206,0,0,0,0.0,0.0,1
0.09675597090207264,0,0,0,0.0,0.0,1
0.3477269206136526,0,0,0,0.0,0.0,1
-0.031682362395025615,0,0,0,0.0,0.0,1
0.01932474586496778,0,0,0,0.0,0.0,1
0.13339647556385026,0,0,0,0.0,0.0,1
-0.05260074722323009,0,0,0,0.0,0.0,1
0.7095694789314276,0,0,0,0.0,0.0,1
0.9643057187499381,0,0,0,0.0,0.0,1
1.3473481016848925,0,0,0,0.0,0.0,1
0.7803923343213697,0,0,0,0.0,0.0,1
0.3219886564478267,0,0,0,0.0,0.0,1
-0.14379656819928294,0,0,0,0.0,0.0,1
0.3610728419974604,0,0,0,0.0,0.0,1
1.093612390185534,0,0,0,0.0,0.0,1
0.6804934421355172,0,0,0,0.0,0.0,1
0.6313461511611622,0,0,0,0.0,0.0,1
0.19316475205179912,0,0,0,0.0,0.0,1
0.8974296448893635,0,0,0,0.0,0.0,1
-0.6811826229233734,0,0,0,0.0,0.0,1
0.022019398870813223,0,0,0,0.0,0.0,1
-0.07398495811738182,0,0,0,0.0,0.0,1
0.023844935490002245,0,0,0,0.0,0.0,1
0.004931545670186048,0,0,0,0.0,0.0,1
0.3128066429007499,0,0,0,0.0,0.0,1
0.34806580708155666,0,0,0,0.0,0.0,1
-0.008320521042648073,0,0,0,0.0,0.0,1
0.1381263010251635,0,0,0,0.0,0.0,1
0.3000284705838567,0,0,0,0.0,0.0,1
0.12471488046771273,0,0,0,0.0,0.0,1
0.10417759703878823,0,0,0,0.0,0.0,1
-0.4722227168286155,0,0,0,0.0,0.0,1
0.32482747062103007,0,0,0,0.0,0.0,1
-0.2107948032962032,0,0,0,0.0,0.0,1
-0.16342012047020582,0,0,0,0.0,0.0,1
-0.40660264979507404,0,0,0,0.0,0.0,1
-0.22294437472155237,0,0,0,0.0,0.0,1
-0.20173700654665322,0,0,0,0.0,0.0,1
-0.07352519923110296,0,0,0,0.0,0.0,1
-1.2874907964440847,0,0,0,0.0,0.0,1
0.4859460252493042,0,0,0,0.0,0.0,1
1.802369570487121,0,0,0,0.0,0.0,1
1.8648005938860597,0,0,0,0.0,0.0,1
1.4202945503392799,0,0,0,0.0,0.0,1
1.960184427082781,0,0,0,0.0,0.0,1
2.6557863118060956,0,0,0,0.0,0.0,1
2.5518516471944346,0,0,0,0.0,0.0,1
1.1373173858209302,0,0,0,0.0,0.0,1
1.0985533384458666,0,0,0,0.0,0.0,1
1.1927520582978477,0,0,0,0.0,0.0,1
1.3912197786407776,0,0,0,0.0,0.0,1
2.4828420504245186,0,0,0,0.0,0.0,1
1.8291123012960424,0,0,0,0.0,0.0,1
1.7770206085903033,0,0,0,0.0,0.0,1
2.2627028667317535,0,0,0,0.0,0.0,1
1.0388129823520258,0,0,0,0.0,0.0,1
0.6038570593395616,0,0,0,0.0,0.0,1
0.9747764711024604,0,0,0,0.0,0.0,1
0.5359466319624896,0,0,0,0.0,0.0,1
-0.8679962934043015,0,0,0,0.0,0.0,1
1.3872204624265727,0,0,0,0.0,0.0,1
1.241667823583083,0,0,0,0.0,0.0,1
1.4768136808773027,0,0,0,0.0,0.0,1
0.6480885995786653,0,0,0,0.0,0.0,1
0.8808501561142432,0,0,0,0.0,0.0,1
0.6284709210990517,0,0,0,0.0,0.0,1
0.8955636775681833,0,0,0,0.0,0.0,1
0.5328698907947139,0,0,0,0.0,0.0,1
0.35901273692389746,0,0,0,0.0,0.0,1
1.4003128959909354,0,0,0,0.0,0.0,1
0.9756741723286909,0,0,0,0.0,0.0,1
0.8451413340529276,0,0,0,0.0,0.0,1
0.8639052192418634,0,0,0,0.0,0.0,1
1.8689948380719392,0,0,0,0.0,0.0,1
0.4956994108278735,0,0,0,0.0,0.0,1
0.3634743870379433,0,0,0,0.0,0.0,1
0.43627100398890056,0,0,0,0.0,0.0,1
0.428438189224148,0,0,0,0.0,0.0,1
0.8073134709532219,0,0,0,0.0,0.0,1
-2.041256276217637,0,0,0,0.0,0.0,1
0.39723542481070584,0,0,0,0.0,0.0,1
0.5947618190146372,0,0,0,0.0,0.0,1
0.7249544487499036,0,0,0,0.0,0.0,1
-0.07366031411382942,0,0,0,0.0,0.0,1
0.6832384390922431,0,0,0,0.0,0.0,1
0.11298430356247927,0,0,0,0.0,0.0,1
0.29083619376258174,0,0,0,0.0,0.0,1
0.822859608399591,0,0,0,0.0,0.0,1
0.3687343264547323,0,0,0,0.0,0.0,1
0.8127076614398956,0,0,0,0.0,0.0,1
0.5805238214830445,0,0,0,0.0,0.0,1
0.8118517743455619,0,0,0,0.0,0.0,1
1.339776129866504,0,0,0,0.0,0.0,1
2.4441661979740443,0,0,0,0.0,0.0,1
-0.16120519917656476,0,0,0,0.0,0.0,1
0.00324900879848191,0,0,0,0.0,0.0,1
1.364474251117433,0,0,0,0.0,0.0,1
0.41268533451877387,0,0,0,0.0,0.0,1
1.6071674471123205,0,0,0,0.0,0.0,1
-1.1970012057297381,0,0,0,0.0,0.0,1
