mean,label,std,skewness,cragness
-1.793851981176208,0,0.0,0.0,0.0
-1.683223132905223,0,0.07822640880727105,-6.005737738693791e-15,-1.9999999999999998
-1.52984291905044,0,0.13258017508689546,0.195182268125445,-1.5000000000000002
-1.7538696660087796,0,0.11453122281313129,0.4167104975860501,-1.499999999999999
-1.6000303869260697,0,0.11458678500610812,-0.4205778218712945,-1.4999999999999956
-1.689440640060296,0,0.0772569484888841,0.195711764388424,-1.4999999999999982
-1.5614008638058223,0,0.06567675606752564,-0.4420303237536758,-1.5000000000000007
-1.4169335366118352,0,0.13633605194502538,0.07366761062109584,-1.5000000000000009
-1.4815512628739944,0,0.07236737057408021,-0.12825760913698114,-1.5000000000000002
-1.6195592068775349,0,0.10350427157529879,-0.40995007114520743,-1.500000000000001
-1.5800465841632183,0,0.0710736335051138,0.4693080723069611,-1.4999999999999947
-1.4158013212634388,0,0.10805479295918048,0.6022296447603178,-1.4999999999999978
-1.5504596889983226,0,0.0875450043801651,0.6173349405313708,-1.5
-1.5028145128775792,0,0.06828156696537035,0.34002535117624566,-1.4999999999999962
-1.6191531724926154,0,0.05848581195922709,-0.21721356856850152,-1.5000000000000024
-1.5940944061428084,0,0.061229955096217786,0.5762162899251576,-1.5000000000000029
-1.6116094992940508,0,0.012855785107607933,0.4432282565596277,-1.499999999999975
-1.4358609984917698,0,0.09680919835704792,0.681156445966821,-1.4999999999999971
-1.3845151456487643,0,0.11909084599301654,-0.5621280016022824,-1.5000000000000004
-2.3885116190397424,0,0.5654185057719247,-0.7005523527420847,-1.5000000000000009
-0.6774754350356865,0,0.8598021956567012,-0.20869674743580013,-1.5000000000000002
-0.8764018161404377,0,0.9357432504071086,-0.6713256453869075,-1.4999999999999998
-0.8650628541153252,0,0.11172087014533882,0.6989212103583552,-1.4999999999999987
-0.5514568694556551,0,0.18442094243430082,0.7041007563551095,-1.4999999999999993
-0.5584882848649332,0,0.17906522132455488,-0.7058803850245617,-1.5000000000000018
-0.7496125052164,0,0.11243039653592109,-0.7039966512464383,-1.5000000000000013
-0.7034389627446994,0,0.09972559237488822,0.5404299350695202,-1.4999999999999998
-0.6097695987483509,0,0.07125305170691117,0.3880423944308012,-1.499999999999998
-0.6541782080437643,0,0.04685562272329589,-0.063338816938972,-1.5
-0.6182642120770937,0,0.023572929889456685,-0.6052154657273039,-1.4999999999999951
-0.6130764218586071,0,0.022383346120286713,-0.6646147332454777,-1.5000000000000053
-0.678082587681993,0,0.03612698165823201,-0.6907384654834382,-1.5000000000000036
-0.6329302149953757,0,0.03331343937060638,-0.4352430312993239,-1.5
-0.4793685050439774,0,0.10416911103352104,0.5606060837111155,-1.5000000000000009
-0.4799515250743001,0,0.08849107134386351,-0.7070722506277726,-1.4999999999999998
-0.5554753943788007,0,0.04377300033751489,-0.7069656627294868,-1.4999999999999998
-0.3815543207506922,0,0.08721085989845248,0.1593831498210853,-1.5000000000000002
-0.159113659487508,0,0.19867520081831075,0.14855986978156088,-1.4999999999999998
-0.2565668290118186,0,0.11150399180051442,-0.15019211785435768,-1.4999999999999998
-1.700188057375235,0,0.8629841318603763,-0.6969759255011194,-1.4999999999999998
0.1255761996148794,0,0.962937404283731,-0.5838980114165168,-1.4999999999999998
0.3002792081031587,0,1.107986578102228,-0.687380670166193,-1.4999999999999996
0.0418084040129002,0,0.131874524531158,0.39995734399036864,-1.4999999999999996
0.0543542742383838,0,0.14574156837998786,0.7012164906010864,-1.5000000000000002
